file	package	origin	assertions_summary	unique_type_assertions	runtime_coverage	evidence	verdict	notes
packages/tooling/library/repo-utils/dtslint/PackageJson.tst.ts	@beep/repo-utils	handwritten	PackageJson decoded Option fields and workspace/repo metadata shapes; NpmPackageJson exclusions; all decode/encode/normalize/diff/patch Effect channels.	yes	partial	packages/tooling/library/repo-utils/test/schemas/PackageJson.test.ts,packages/tooling/library/repo-utils/src/schemas/PackageJson.ts	review	High value: port decoded-vs-encoded optional fields and repo-only exclusions at lines 20-63 plus Effect contracts at lines 64-134.
packages/tooling/library/repo-utils/dtslint/Root.tst.ts	@beep/repo-utils	handwritten	findRepoRoot overload accepts omitted/string/undefined start and returns exact success/error/FileSystem requirement.	yes	partial	packages/tooling/library/repo-utils/test/Root.test.ts,packages/tooling/library/repo-utils/src/Root.ts	review	Port overload and Effect channel assertions at lines 8-16.
packages/tooling/library/repo-utils/dtslint/TsConfig.tst.ts	@beep/repo-utils	handwritten	TSConfig decoded Option/nested field shapes and encoded helper; collect paths and decode/encode/json/pretty Effect/Exit channels.	yes	partial	packages/tooling/library/repo-utils/test/TsConfig.test.ts,packages/tooling/library/repo-utils/test/schemas/TSConfig.test.ts,packages/tooling/library/repo-utils/src/schemas/TSConfig.ts	review	High value: port decoded Option/nested shapes at lines 23-78 and all helper channels at lines 83-108.
packages/tooling/library/repo-utils/dtslint/UniqueDeps.tst.ts	@beep/repo-utils	handwritten	collectUniqueNpmDependencies Effect contract and dependency/devDependency array fields.	yes	partial	packages/tooling/library/repo-utils/test/UniqueDeps.test.ts,packages/tooling/library/repo-utils/src/UniqueDeps.ts	review	Port Effect error/requirement channels and result field types at lines 8-18.
packages/tooling/library/repo-utils/dtslint/Workspaces.tst.ts	@beep/repo-utils	handwritten	resolveWorkspaceDirs and getWorkspaceDir success/error/FsUtils channels.	yes	partial	packages/tooling/library/repo-utils/test/Workspaces.test.ts,packages/tooling/library/repo-utils/src/Workspaces.ts	review	Port exact Effect contracts at lines 8-15.
packages/tooling/policy-pack/repo-configs/dtslint/NextConfig.tst.ts	@beep/repo-configs	handwritten	Schema-derived NextConfig assignability to upstream Next; representative public options including experimental SizeLimit; shared preset input/output compatibility.	yes	partial	packages/tooling/policy-pack/repo-configs/test/NextConfig.model.test.ts,packages/tooling/policy-pack/repo-configs/test/NextConfig.schemas.test.ts,packages/tooling/policy-pack/repo-configs/src/next	review	High value: port upstream assignability and representative config construction at lines 7-59 to a compile-time test maintained with Next upgrades.
packages/tooling/tool/cli/dtslint/Files.tst.ts	@beep/repo-cli	handwritten	Six Files commands' Effect success/error/service contracts; JSON-safe option/summary/manifest fields; schema-version and finite reason/format unions.	yes	partial	packages/tooling/tool/cli/test/files-command.test.ts,packages/tooling/tool/cli/src/commands/Files	review	Highest value: port Effect service/error contracts and JSON manifest literal/optional field matrices across lines 46-213.
packages/workspace/domain/dtslint/WorkspaceDomain.tst.ts	@beep/workspace-domain	handwritten	Value literal domains; Workspace identity/persistence metadata and constructor; Thread/Turn/Message identity/table/jsonb literals.	yes	partial	packages/workspace/domain/test/WorkspaceDomain.test.ts,packages/workspace/domain/src	review	Port literal domains and entity descriptor metadata at lines 22-55.
packages/workspace/server/dtslint/ThreadStore.tst.ts	@beep/workspace-server	generated	In-memory, Drizzle, and live ThreadStore layers are exported and non-never.	no	covered	packages/workspace/server/test/ThreadStore.test.ts,packages/workspace/server/test/integration/ThreadStoreDrizzleRepository.pglite.test.ts,packages/architecture-lab/server/dtslint/WorkItemServer.tst.ts	safe-delete	Generated-style non-never export smoke at lines 8-10; runtime store tests provide stronger coverage.
packages/workspace/tables/dtslint/WorkspaceTables.tst.ts	@beep/workspace-tables	handwritten	Exact DbSchema composition; TableFor conformance; table/entity/persisted storage metadata for six workspace entities.	yes	partial	packages/workspace/tables/test/WorkspaceTables.test.ts,packages/workspace/tables/src/entities	review	High value: port DbSchema exact shape and TableFor/descriptor literals at lines 19-68.
packages/workspace/use-cases/dtslint/Thread.tst.ts	@beep/workspace-use-cases	generated	Timeline exports remain non-never and internal ThreadStore symbols do not leak through the public Thread namespace.	yes	partial	packages/workspace/use-cases/test/ThreadTimeline.test.ts,packages/architecture-lab/use-cases/dtslint/WorkItem.tst.ts,packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts	review	Although scaffold-shaped, lines 6-7 uniquely enforce a negative public-boundary guarantee; port those absence assertions to an export-boundary check.
scratchpad/codemode/dtslint/Codemode.tst.ts	scratchpad/codemode	handwritten	Positional model constructors; Effect errors/requirements; mapped literal encoded/decoded domains; tagged-union guards, match narrowing, and LiteralKit enum/guard helpers.	yes	none	scratchpad/codemode/Codemode.service.ts,scratchpad/codemode/Codemode.values.ts,scratchpad/codemode/Codemode.tool-runtime.ts,scratchpad/codemode/openapi	review	Highest value and no runtime substitute: port Effect channel assertions at lines 72-82 and mapped-literal/tagged-union inference at lines 84-172.
